season,n,model,market,gap
2017/18,380,0.9582350754287122,0.9405348717036327,0.017700203725079522
2018/19,380,0.8980696054263032,0.8906624935518888,0.0074071118744144515
2019/20,380,0.9708309078304892,0.9721531577923498,-0.0013222499618605887
2020/21,380,1.0167653787233593,0.9970524404582166,0.019712938265142643
2021/22,380,0.951810724897726,0.9367318735070141,0.015078851390711856
2022/23,380,0.9979582870329274,0.9621515116115859,0.035806775421341586
2023/24,380,0.9269147227180969,0.899549526387856,0.027365196330240926
2024/25,380,0.9884084379856416,0.9664121027623124,0.021996335223329222
2025/26,210,0.9912368370696291,0.9874641179446165,0.003772719125012536
